gcp-01,74940.364,172117.389,10.527,
gcp-02,74863.417,172182.792,12.819,
gcp-03,74845.126,172181.993,14.386,
gcp-04,74797.391,172144.662,11.354,
gcp-05,74781.403,172121.242,11.842,
gcp-06,74815.307,172098.791,13.964,
gcp-07,74915.327,172080.390,10.969,
gcp-08,74976.611,172068.596,11.587,
gcp-09,74960.929,172058.615,13.002,
gcp-10,74948.332,172007.962,10.724,
